id,rainfall
2190,0.7956108
2191,0.8080306
2192,0.7233841
2193,0.2214653
2194,0.20562483
2195,0.6739264
2196,0.72292244
2197,0.8080306
2198,0.795989
2199,0.7161574
2200,0.7956108
2201,0.21009596
2202,0.7956108
2203,0.8080306
2204,0.304712
2205,0.20237072
2206,0.6976907
2207,0.632696
2208,0.20562483
2209,0.20237072
2210,0.21339764
2211,0.21725026
2212,0.6814692
2213,0.8080306
2214,0.7234559
2215,0.23960382
2216,0.20237072
2217,0.8080306
2218,0.77529657
2219,0.2623233
2220,0.6927512
2221,0.7799252
2222,0.5682662
2223,0.79701513
2224,0.56597114
2225,0.70409447
2226,0.26328546
2227,0.75684303
2228,0.5892846
2229,0.6448491
2230,0.65949625
2231,0.553355
2232,0.22013405
2233,0.7347026
2234,0.6511569
2235,0.21799141
2236,0.26868594
2237,0.7956108
2238,0.25794202
2239,0.63897634
2240,0.66425145
2241,0.8080306
2242,0.65034455
2243,0.7956108
2244,0.8080306
2245,0.7956108
2246,0.8061785
2247,0.80347145
2248,0.77807987
2249,0.7665682
2250,0.78339225
2251,0.7956108
2252,0.73073953
2253,0.7077902
2254,0.22935902
2255,0.23665832
2256,0.20237072
2257,0.72000796
2258,0.77944595
2259,0.20237072
2260,0.8080306
2261,0.7387695
2262,0.71595985
2263,0.8080306
2264,0.7956108
2265,0.79370975
2266,0.765272
2267,0.8080306
2268,0.2921196
2269,0.8080306
2270,0.7217216
2271,0.8080306
2272,0.29988578
2273,0.5772386
2274,0.7883168
2275,0.79070693
2276,0.8080306
2277,0.67352456
2278,0.8056799
2279,0.76478106
2280,0.75355965
2281,0.7190877
2282,0.7535891
2283,0.69909585
2284,0.7665682
2285,0.8080306
2286,0.7093526
2287,0.6518416
2288,0.61569995
2289,0.6878767
2290,0.8080306
2291,0.7084558
2292,0.45150524
2293,0.8080306
2294,0.6763367
2295,0.80101174
2296,0.7751017
2297,0.72531945
2298,0.8080306
2299,0.6360119
2300,0.79713434
2301,0.6247549
2302,0.6117524
2303,0.8080306
2304,0.805462
2305,0.6802155
2306,0.75890756
2307,0.706735
2308,0.74859947
2309,0.77288985
2310,0.57056725
2311,0.6295972
2312,0.6078783
2313,0.47465637
2314,0.76538
2315,0.40853482
2316,0.8080306
2317,0.7510913
2318,0.7997857
2319,0.7172629
2320,0.7888888
2321,0.7775954
2322,0.46836582
2323,0.77760863
2324,0.8048608
2325,0.7869981
2326,0.8010108
2327,0.7925564
2328,0.8061785
2329,0.8080306
2330,0.8048608
2331,0.71172327
2332,0.20237072
2333,0.79283994
2334,0.79750174
2335,0.7750107
2336,0.8080306
2337,0.24425735
2338,0.7839024
2339,0.45138445
2340,0.6408295
2341,0.75837755
2342,0.72503877
2343,0.25474152
2344,0.4755944
2345,0.6521565
2346,0.6169979
2347,0.6997162
2348,0.7342756
2349,0.76109016
2350,0.6848891
2351,0.75592
2352,0.25384235
2353,0.24535371
2354,0.21640526
2355,0.44298044
2356,0.75269526
2357,0.74102366
2358,0.7567783
2359,0.32007578
2360,0.75426376
2361,0.5130021
2362,0.7967438
2363,0.4181183
2364,0.7778149
2365,0.78117794
2366,0.75618076
2367,0.7926107
2368,0.7997857
2369,0.6473932
2370,0.78946537
2371,0.7184109
2372,0.20237072
2373,0.7741299
2374,0.33290014
2375,0.34502065
2376,0.20237072
2377,0.7307471
2378,0.8045005
2379,0.65911096
2380,0.69964266
2381,0.66926736
2382,0.46357232
2383,0.20237072
2384,0.56018114
2385,0.36254618
2386,0.24653852
2387,0.3091093
2388,0.72037446
2389,0.26075956
2390,0.2587535
2391,0.69738543
2392,0.5019546
2393,0.7493504
2394,0.76316625
2395,0.24249141
2396,0.80486137
2397,0.7581967
2398,0.6165386
2399,0.4851932
2400,0.47536343
2401,0.43463993
2402,0.64402074
2403,0.69796765
2404,0.7510913
2405,0.7498243
2406,0.7400887
2407,0.77953845
2408,0.20237072
2409,0.7926107
2410,0.57008064
2411,0.79750174
2412,0.75910413
2413,0.7336287
2414,0.79482794
2415,0.26695198
2416,0.7479372
2417,0.66147566
2418,0.6200185
2419,0.45922682
2420,0.42034844
2421,0.24928814
2422,0.793494
2423,0.8080306
2424,0.7992175
2425,0.20237072
2426,0.24446921
2427,0.30364892
2428,0.74826825
2429,0.4395735
2430,0.65298444
2431,0.73983854
2432,0.7610888
2433,0.39425293
2434,0.8080306
2435,0.7233407
2436,0.54498297
2437,0.3416183
2438,0.5540725
2439,0.7836579
2440,0.49971566
2441,0.71723163
2442,0.62814665
2443,0.5041191
2444,0.78459793
2445,0.6594345
2446,0.7965138
2447,0.7373083
2448,0.76412755
2449,0.2312496
2450,0.8048608
2451,0.79750174
2452,0.7047324
2453,0.8080306
2454,0.7848187
2455,0.3090506
2456,0.29308587
2457,0.66638136
2458,0.5505376
2459,0.49455696
2460,0.3135154
2461,0.8080306
2462,0.75652075
2463,0.32053936
2464,0.559987
2465,0.7621121
2466,0.3306521
2467,0.2694378
2468,0.22491138
2469,0.6493851
2470,0.22739883
2471,0.2753813
2472,0.7785046
2473,0.22211309
2474,0.22491138
2475,0.27472943
2476,0.50230026
2477,0.68858397
2478,0.72002816
2479,0.5254523
2480,0.762504
2481,0.74047965
2482,0.71530247
2483,0.6313414
2484,0.7330386
2485,0.79531705
2486,0.7346728
2487,0.7758553
2488,0.7443524
2489,0.77276284
2490,0.7153066
2491,0.2031759
2492,0.72233474
2493,0.66927946
2494,0.7737036
2495,0.7621121
2496,0.60576314
2497,0.46604785
2498,0.64588255
2499,0.29836094
2500,0.30795327
2501,0.61728626
2502,0.21441981
2503,0.67524964
2504,0.68621725
2505,0.542037
2506,0.7956108
2507,0.6897073
2508,0.7956108
2509,0.28379023
2510,0.4240503
2511,0.741026
2512,0.7049824
2513,0.7083347
2514,0.7922885
2515,0.7813497
2516,0.75368494
2517,0.75368494
2518,0.75352705
2519,0.7956108
2520,0.6388565
2521,0.6410423
2522,0.71522635
2523,0.4029185
2524,0.31727725
2525,0.80501443
2526,0.2031759
2527,0.627948
2528,0.75368494
2529,0.7922885
2530,0.7697893
2531,0.5694272
2532,0.5388544
2533,0.75368494
2534,0.581667
2535,0.25775272
2536,0.7056152
2537,0.8080306
2538,0.61249405
2539,0.652027
2540,0.26777637
2541,0.6352365
2542,0.42849976
2543,0.68539935
2544,0.7956108
2545,0.5490783
2546,0.7894719
2547,0.8080306
2548,0.78940773
2549,0.7956108
2550,0.28928754
2551,0.38437366
2552,0.53383505
2553,0.7956108
2554,0.8080306
2555,0.8080306
2556,0.7956108
2557,0.47798696
2558,0.7956108
2559,0.72978485
2560,0.4858197
2561,0.7712306
2562,0.7412844
2563,0.7148733
2564,0.8080306
2565,0.71384317
2566,0.8080306
2567,0.6937682
2568,0.7300629
2569,0.72235256
2570,0.20237072
2571,0.20666102
2572,0.7714957
2573,0.20237072
2574,0.20237072
2575,0.74442995
2576,0.7956108
2577,0.7956108
2578,0.42733976
2579,0.8080306
2580,0.7197721
2581,0.43582138
2582,0.56763756
2583,0.71627295
2584,0.23731717
2585,0.8080306
2586,0.71372604
2587,0.23478961
2588,0.7332876
2589,0.28832012
2590,0.712278
2591,0.7337164
2592,0.64754164
2593,0.6813783
2594,0.80485225
2595,0.7956108
2596,0.42169982
2597,0.27363217
2598,0.727261
2599,0.25208315
2600,0.7552959
2601,0.8080306
2602,0.7404179
2603,0.22271404
2604,0.58021057
2605,0.7956108
2606,0.49987724
2607,0.7956108
2608,0.7209763
2609,0.7956108
2610,0.8080306
2611,0.25372577
2612,0.5435486
2613,0.25938216
2614,0.7202274
2615,0.7799252
2616,0.8080306
2617,0.7956108
2618,0.8080306
2619,0.8080306
2620,0.7701905
2621,0.7697893
2622,0.7799252
2623,0.8080306
2624,0.8080306
2625,0.7704831
2626,0.2578451
2627,0.25914985
2628,0.7545518
2629,0.5936148
2630,0.7636071
2631,0.711056
2632,0.7527851
2633,0.68104964
2634,0.20799434
2635,0.75598246
2636,0.7115332
2637,0.6300519
2638,0.7893709
2639,0.43330517
2640,0.7221059
2641,0.69066846
2642,0.79099816
2643,0.7902656
2644,0.6683497
2645,0.74000645
2646,0.6262074
2647,0.7435764
2648,0.7524461
2649,0.8080306
2650,0.8080306
2651,0.53332144
2652,0.6957975
2653,0.77688855
2654,0.77956414
2655,0.78485006
2656,0.7648795
2657,0.7848187
2658,0.7600755
2659,0.79750174
2660,0.72792214
2661,0.7300215
2662,0.7935358
2663,0.71202064
2664,0.7593334
2665,0.72063184
2666,0.7720842
2667,0.7309763
2668,0.7591122
2669,0.7935129
2670,0.8045005
2671,0.7997857
2672,0.7302874
2673,0.76015615
2674,0.80264944
2675,0.6205005
2676,0.7382575
2677,0.8007426
2678,0.75815314
2679,0.3530878
2680,0.62053525
2681,0.805462
2682,0.7510913
2683,0.7209692
2684,0.8080306
2685,0.7364659
2686,0.774384
2687,0.7653662
2688,0.75592
2689,0.75672907
2690,0.77382946
2691,0.7230258
2692,0.7234028
2693,0.7524967
2694,0.5788897
2695,0.8048608
2696,0.8080306
2697,0.7094353
2698,0.20237072
2699,0.20237072
2700,0.20237072
2701,0.7384963
2702,0.38071096
2703,0.7541422
2704,0.52311677
2705,0.20237072
2706,0.7352616
2707,0.48879257
2708,0.75436866
2709,0.20237072
2710,0.20237072
2711,0.69280386
2712,0.6048784
2713,0.60495263
2714,0.617513
2715,0.79750174
2716,0.20237072
2717,0.7174245
2718,0.20237072
2719,0.7224114
2720,0.20237072
2721,0.8060763
2722,0.28474164
2723,0.8008816
2724,0.22051278
2725,0.7992175
2726,0.24298316
2727,0.326672
2728,0.6828161
2729,0.6896068
2730,0.25004902
2731,0.72755253
2732,0.7509172
2733,0.7059196
2734,0.80769813
2735,0.6359783
2736,0.76570255
2737,0.20237072
2738,0.7708835
2739,0.20237072
2740,0.27122876
2741,0.24511543
2742,0.2458588
2743,0.5273396
2744,0.5732303
2745,0.20237072
2746,0.24800253
2747,0.2911873
2748,0.5975842
2749,0.20237072
2750,0.20237072
2751,0.20237072
2752,0.52038616
2753,0.20237072
2754,0.21775629
2755,0.7145053
2756,0.68661034
2757,0.20237072
2758,0.7076328
2759,0.29156515
2760,0.27185348
2761,0.29247937
2762,0.64277995
2763,0.20237072
2764,0.20237072
2765,0.7186461
2766,0.7039745
2767,0.51467216
2768,0.22757812
2769,0.8061785
2770,0.7186461
2771,0.80914605
2772,0.5892156
2773,0.20237072
2774,0.27948466
2775,0.7959146
2776,0.23146275
2777,0.7909811
2778,0.46857628
2779,0.79482794
2780,0.8087262
2781,0.55489296
2782,0.8080306
2783,0.31145242
2784,0.8080306
2785,0.8080306
2786,0.67992955
2787,0.63556373
2788,0.7404006
2789,0.59917414
2790,0.80769813
2791,0.64088583
2792,0.7415448
2793,0.8080306
2794,0.31218702
2795,0.38741612
2796,0.40667772
2797,0.8080306
2798,0.32462916
2799,0.7851773
2800,0.567656
2801,0.3516048
2802,0.645606
2803,0.74182296
2804,0.7989041
2805,0.5172398
2806,0.26206708
2807,0.26067638
2808,0.5172398
2809,0.8080306
2810,0.2546461
2811,0.8080306
2812,0.77894557
2813,0.8080306
2814,0.8080306
2815,0.44034734
2816,0.35250303
2817,0.2505667
2818,0.28851247
2819,0.7136222
2820,0.28901863
2821,0.79713434
2822,0.23083223
2823,0.8080306
2824,0.8080306
2825,0.65687805
2826,0.22965175
2827,0.746649
2828,0.27187946
2829,0.7621121
2830,0.2031759
2831,0.7177912
2832,0.71017593
2833,0.4600083
2834,0.47013092
2835,0.7324209
2836,0.29377103
2837,0.7110115
2838,0.7619842
2839,0.6873889
2840,0.2031759
2841,0.23934834
2842,0.74112016
2843,0.6391038
2844,0.26853204
2845,0.8080306
2846,0.73373616
2847,0.56455237
2848,0.68747777
2849,0.7209747
2850,0.73944867
2851,0.72402763
2852,0.68693537
2853,0.7271151
2854,0.7956108
2855,0.8027287
2856,0.7997857
2857,0.7595939
2858,0.77089214
2859,0.7702162
2860,0.66273624
2861,0.79482794
2862,0.7762354
2863,0.6959147
2864,0.59167904
2865,0.5098955
2866,0.8080306
2867,0.79713434
2868,0.7778262
2869,0.29851043
2870,0.31247833
2871,0.77132696
2872,0.8080306
2873,0.71447146
2874,0.7510223
2875,0.80485225
2876,0.31926146
2877,0.74010396
2878,0.7997857
2879,0.7697893
2880,0.74197257
2881,0.8080306
2882,0.8080306
2883,0.7956108
2884,0.35155264
2885,0.60418224
2886,0.5065433
2887,0.24247627
2888,0.74010396
2889,0.21345024
2890,0.7605005
2891,0.73929197
2892,0.6243674
2893,0.21345024
2894,0.21345024
2895,0.4228806
2896,0.624508
2897,0.21441981
2898,0.2031759
2899,0.6776133
2900,0.21441981
2901,0.7233036
2902,0.2031759
2903,0.36281776
2904,0.7956108
2905,0.7552959
2906,0.7193854
2907,0.7464171
2908,0.5490783
2909,0.7167448
2910,0.6631834
2911,0.73063695
2912,0.79291856
2913,0.8080306
2914,0.7956108
2915,0.5657989
2916,0.69361675
2917,0.80485225
2918,0.8080306
2919,0.62586796
